2403
(-2.000000, 1.609719, 0.000000) (-2.000000, 1.609719, 0.000000) (0.000000, -955650304.000000) 
(-0.030002, -0.537120, 0.000000) (-0.030002, -0.537120, 0.000000) (0.000000, -956006400.000000) 
(-0.025002, -0.448346, 0.000000) (-0.025002, -0.448346, 0.000000) (0.000000, -955650304.000000) 
(-0.020002, -0.359168, 0.000000) (-0.025002, -0.359168, 0.000000) (0.000000, -523060.500000) 
(-0.025002, -0.448346, 0.000000) (-0.025002, -0.448346, 0.000000) (0.000000, -956006400.000000) 
(-0.020002, -0.359168, 0.000000) (-0.020002, -0.359168, 0.000000) (0.000000, -955650304.000000) 
(-0.015002, -0.269667, 0.000000) (-0.020002, -0.269667, 0.000000) (0.000000, -523060.500000) 
(-0.020002, -0.359168, 0.000000) (-0.020002, -0.359168, 0.000000) (0.000000, -956006400.000000) 
(-0.015002, -0.269667, 0.000000) (-0.015002, -0.269667, 0.000000) (0.000000, -955650304.000000) 
(-0.010002, -0.179924, 0.000000) (-0.015002, -0.179924, 0.000000) (0.000000, -523060.500000) 
(-0.015002, -0.269667, 0.000000) (-0.015002, -0.269667, 0.000000) (0.000000, -956006400.000000) 
(-0.010002, -0.179924, 0.000000) (-0.010002, -0.179924, 0.000000) (0.000000, -955650304.000000) 
(-0.005002, -0.090018, 0.000000) (-0.010002, -0.090018, 0.000000) (0.000000, -523060.500000) 
(-0.010002, -0.179924, 0.000000) (-0.010002, -0.179924, 0.000000) (0.000000, -956006400.000000) 
(-0.005002, -0.090018, 0.000000) (-0.005002, -0.090018, 0.000000) (0.000000, -955650304.000000) 
(-0.000002, -0.000032, 0.000000) (-0.005002, -0.000032, 0.000000) (0.000000, -523060.500000) 
(-0.005002, -0.090018, 0.000000) (-0.005002, -0.090018, 0.000000) (0.000000, -956006400.000000) 
(-0.000002, -0.000032, 0.000000) (-0.000002, -0.000032, 0.000000) (0.000000, -955650304.000000) 
(0.004998, 0.089955, 0.000000) (-0.000002, 0.089955, 0.000000) (0.000000, -523060.500000) 
(-0.000002, -0.000032, 0.000000) (-0.000002, -0.000032, 0.000000) (0.000000, -956006400.000000) 
(0.004998, 0.089955, 0.000000) (0.004998, 0.089955, 0.000000) (0.000000, -955650304.000000) 
(0.009998, 0.179860, 0.000000) (0.004998, 0.179860, 0.000000) (0.000000, -523060.500000) 
(0.004998, 0.089955, 0.000000) (0.004998, 0.089955, 0.000000) (0.000000, -956006400.000000) 
(0.009998, 0.179860, 0.000000) (0.009998, 0.179860, 0.000000) (0.000000, -955650304.000000) 
(0.014998, 0.269604, 0.000000) (0.009998, 0.269604, 0.000000) (0.000000, -523060.500000) 
(0.009998, 0.179860, 0.000000) (0.009998, 0.179860, 0.000000) (0.000000, -956006400.000000) 
(0.014998, 0.269604, 0.000000) (0.014998, 0.269604, 0.000000) (0.000000, -955650304.000000) 
(0.019998, 0.359105, 0.000000) (0.014998, 0.359105, 0.000000) (0.000000, -523060.500000) 
(0.014998, 0.269604, 0.000000) (0.014998, 0.269604, 0.000000) (0.000000, -956006400.000000) 
(0.019998, 0.359105, 0.000000) (0.019998, 0.359105, 0.000000) (0.000000, -955650304.000000) 
(0.024998, 0.448283, 0.000000) (0.019998, 0.448283, 0.000000) (0.000000, -523060.500000) 
(0.019998, 0.359105, 0.000000) (0.019998, 0.359105, 0.000000) (0.000000, -956006400.000000) 
(0.024998, 0.448283, 0.000000) (0.024998, 0.448283, 0.000000) (0.000000, -955650304.000000) 
(0.029998, 0.537057, 0.000000) (0.024998, 0.537057, 0.000000) (0.000000, -523060.500000) 
(0.024998, 0.448283, 0.000000) (0.024998, 0.448283, 0.000000) (0.000000, -956006400.000000) 
(0.029998, 0.537057, 0.000000) (0.029998, 0.537057, 0.000000) (0.000000, -955650304.000000) 
(0.034998, 0.625349, 0.000000) (0.029998, 0.625349, 0.000000) (0.000000, -523060.500000) 
(0.029998, 0.537057, 0.000000) (0.029998, 0.537057, 0.000000) (0.000000, -956006400.000000) 
(0.034998, 0.625349, 0.000000) (0.034998, 0.625349, 0.000000) (0.000000, -955650304.000000) 
(0.039998, 0.713077, 0.000000) (0.034998, 0.713077, 0.000000) (0.000000, -523060.500000) 
(0.034998, 0.625349, 0.000000) (0.034998, 0.625349, 0.000000) (0.000000, -956006400.000000) 
(0.039998, 0.713077, 0.000000) (0.039998, 0.713077, 0.000000) (0.000000, -955650304.000000) 
(0.044998, 0.800164, 0.000000) (0.039998, 0.800164, 0.000000) (0.000000, -523060.500000) 
(0.039998, 0.713077, 0.000000) (0.039998, 0.713077, 0.000000) (0.000000, -956006400.000000) 
(0.044998, 0.800164, 0.000000) (0.044998, 0.800164, 0.000000) (0.000000, -955650304.000000) 
(0.049998, 0.886530, 0.000000) (0.044998, 0.886530, 0.000000) (0.000000, -523060.500000) 
(0.044998, 0.800164, 0.000000) (0.044998, 0.800164, 0.000000) (0.000000, -956006400.000000) 
(0.049998, 0.886530, 0.000000) (0.049998, 0.886530, 0.000000) (0.000000, -955650304.000000) 
(0.054998, 0.972099, 0.000000) (0.049998, 0.972099, 0.000000) (0.000000, -523060.500000) 
(0.049998, 0.886530, 0.000000) (0.049998, 0.886530, 0.000000) (0.000000, -956006400.000000) 
(0.054998, 0.972099, 0.000000) (0.054998, 0.972099, 0.000000) (0.000000, -955650304.000000) 
(0.059998, 1.056793, 0.000000) (0.054998, 1.056793, 0.000000) (0.000000, -523060.500000) 
(0.054998, 0.972099, 0.000000) (0.054998, 0.972099, 0.000000) (0.000000, -956006400.000000) 
(0.059998, 1.056793, 0.000000) (0.059998, 1.056793, 0.000000) (0.000000, -955650304.000000) 
(0.064998, 1.140536, 0.000000) (0.059998, 1.140536, 0.000000) (0.000000, -523060.500000) 
(0.059998, 1.056793, 0.000000) (0.059998, 1.056793, 0.000000) (0.000000, -956006400.000000) 
(0.064998, 1.140536, 0.000000) (0.064998, 1.140536, 0.000000) (0.000000, -955650304.000000) 
(0.069998, 1.223252, 0.000000) (0.064998, 1.223252, 0.000000) (0.000000, -523060.500000) 
(0.064998, 1.140536, 0.000000) (0.064998, 1.140536, 0.000000) (0.000000, -956006400.000000) 
(0.069998, 1.223252, 0.000000) (0.069998, 1.223252, 0.000000) (0.000000, -955650304.000000) 
(0.074998, 1.304868, 0.000000) (0.069998, 1.304868, 0.000000) (0.000000, -523060.500000) 
(0.069998, 1.223252, 0.000000) (0.069998, 1.223252, 0.000000) (0.000000, -956006400.000000) 
(0.074998, 1.304868, 0.000000) (0.074998, 1.304868, 0.000000) (0.000000, -955650304.000000) 
(0.079998, 1.385309, 0.000000) (0.074998, 1.385309, 0.000000) (0.000000, -523060.500000) 
(0.074998, 1.304868, 0.000000) (0.074998, 1.304868, 0.000000) (0.000000, -956006400.000000) 
(0.079998, 1.385309, 0.000000) (0.079998, 1.385309, 0.000000) (0.000000, -955650304.000000) 
(0.084998, 1.464504, 0.000000) (0.079998, 1.464504, 0.000000) (0.000000, -523060.500000) 
(0.079998, 1.385309, 0.000000) (0.079998, 1.385309, 0.000000) (0.000000, -956006400.000000) 
(0.084998, 1.464504, 0.000000) (0.084998, 1.464504, 0.000000) (0.000000, -955650304.000000) 
(0.089998, 1.542381, 0.000000) (0.084998, 1.542381, 0.000000) (0.000000, -523060.500000) 
(0.084998, 1.464504, 0.000000) (0.084998, 1.464504, 0.000000) (0.000000, -956006400.000000) 
(0.089998, 1.542381, 0.000000) (0.089998, 1.542381, 0.000000) (0.000000, -955650304.000000) 
(0.094998, 1.618869, 0.000000) (0.089998, 1.618869, 0.000000) (0.000000, -523060.500000) 
(0.089998, 1.542381, 0.000000) (0.089998, 1.542381, 0.000000) (0.000000, -956006400.000000) 
(0.094998, 1.618869, 0.000000) (0.094998, 1.618869, 0.000000) (0.000000, -955650304.000000) 
(0.099998, 1.693901, 0.000000) (0.094998, 1.693901, 0.000000) (0.000000, -523060.500000) 
(0.094998, 1.618869, 0.000000) (0.094998, 1.618869, 0.000000) (0.000000, -956006400.000000) 
(0.099998, 1.693901, 0.000000) (0.099998, 1.693901, 0.000000) (0.000000, -955650304.000000) 
(0.104998, 1.767409, 0.000000) (0.099998, 1.767409, 0.000000) (0.000000, -523060.500000) 
(0.099998, 1.693901, 0.000000) (0.099998, 1.693901, 0.000000) (0.000000, -956006400.000000) 
(0.104998, 1.767409, 0.000000) (0.104998, 1.767409, 0.000000) (0.000000, -955650304.000000) 
(0.109998, 1.839326, 0.000000) (0.104998, 1.839326, 0.000000) (0.000000, -523060.500000) 
(0.104998, 1.767409, 0.000000) (0.104998, 1.767409, 0.000000) (0.000000, -956006400.000000) 
(0.109998, 1.839326, 0.000000) (0.109998, 1.839326, 0.000000) (0.000000, -955650304.000000) 
(0.114998, 1.909587, 0.000000) (0.109998, 1.909587, 0.000000) (0.000000, -523060.500000) 
(0.109998, 1.839326, 0.000000) (0.109998, 1.839326, 0.000000) (0.000000, -956006400.000000) 
(0.114998, 1.909587, 0.000000) (0.114998, 1.909587, 0.000000) (0.000000, -955650304.000000) 
(0.119998, 1.978130, 0.000000) (0.114998, 1.978130, 0.000000) (0.000000, -523060.500000) 
(0.114998, 1.909587, 0.000000) (0.114998, 1.909587, 0.000000) (0.000000, -956006400.000000) 
(0.119998, 1.978130, 0.000000) (0.119998, 1.978130, 0.000000) (0.000000, -955650304.000000) 
(0.124998, 2.044893, 0.000000) (0.119998, 2.044893, 0.000000) (0.000000, -523060.500000) 
(0.119998, 1.978130, 0.000000) (0.119998, 1.978130, 0.000000) (0.000000, -956006400.000000) 
(0.124998, 2.044893, 0.000000) (0.124998, 2.044893, 0.000000) (0.000000, -955650304.000000) 
(0.129998, 2.109816, 0.000000) (0.124998, 2.109816, 0.000000) (0.000000, -523060.500000) 
(0.124998, 2.044893, 0.000000) (0.124998, 2.044893, 0.000000) (0.000000, -956006400.000000) 
(0.129998, 2.109816, 0.000000) (0.129998, 2.109816, 0.000000) (0.000000, -955650304.000000) 
(0.134998, 2.172840, 0.000000) (0.129998, 2.172840, 0.000000) (0.000000, -523060.500000) 
(0.129998, 2.109816, 0.000000) (0.129998, 2.109816, 0.000000) (0.000000, -956006400.000000) 
(0.134998, 2.172840, 0.000000) (0.134998, 2.172840, 0.000000) (0.000000, -955650304.000000) 
(0.139998, 2.233908, 0.000000) (0.134998, 2.233908, 0.000000) (0.000000, -523060.500000) 
(0.134998, 2.172840, 0.000000) (0.134998, 2.172840, 0.000000) (0.000000, -956006400.000000) 
(0.139998, 2.233908, 0.000000) (0.139998, 2.233908, 0.000000) (0.000000, -955650304.000000) 
(0.144998, 2.292966, 0.000000) (0.139998, 2.292966, 0.000000) (0.000000, -523060.500000) 
(0.139998, 2.233908, 0.000000) (0.139998, 2.233908, 0.000000) (0.000000, -956006400.000000) 
(0.144998, 2.292966, 0.000000) (0.144998, 2.292966, 0.000000) (0.000000, -955650304.000000) 
(0.149998, 2.349961, 0.000000) (0.144998, 2.349961, 0.000000) (0.000000, -523060.500000) 
(0.144998, 2.292966, 0.000000) (0.144998, 2.292966, 0.000000) (0.000000, -956006400.000000) 
(0.149998, 2.349961, 0.000000) (0.149998, 2.349961, 0.000000) (0.000000, -955650304.000000) 
(0.154998, 2.404841, 0.000000) (0.149998, 2.404841, 0.000000) (0.000000, -523060.500000) 
(0.149998, 2.349961, 0.000000) (0.149998, 2.349961, 0.000000) (0.000000, -956006400.000000) 
(0.154998, 2.404841, 0.000000) (0.154998, 2.404841, 0.000000) (0.000000, -955650304.000000) 
(0.159998, 2.457556, 0.000000) (0.154998, 2.457556, 0.000000) (0.000000, -523060.500000) 
(0.154998, 2.404841, 0.000000) (0.154998, 2.404841, 0.000000) (0.000000, -956006400.000000) 
(0.159998, 2.457556, 0.000000) (0.159998, 2.457556, 0.000000) (0.000000, -955650304.000000) 
(0.164998, 2.508060, 0.000000) (0.159998, 2.508060, 0.000000) (0.000000, -523060.500000) 
(0.159998, 2.457556, 0.000000) (0.159998, 2.457556, 0.000000) (0.000000, -956006400.000000) 
(0.164998, 2.508060, 0.000000) (0.164998, 2.508060, 0.000000) (0.000000, -955650304.000000) 
(0.169998, 2.556307, 0.000000) (0.164998, 2.556307, 0.000000) (0.000000, -523060.500000) 
(0.164998, 2.508060, 0.000000) (0.164998, 2.508060, 0.000000) (0.000000, -956006400.000000) 
(0.169998, 2.556307, 0.000000) (0.169998, 2.556307, 0.000000) (0.000000, -955650304.000000) 
(0.174998, 2.602254, 0.000000) (0.169998, 2.602254, 0.000000) (0.000000, -523060.500000) 
(0.169998, 2.556307, 0.000000) (0.169998, 2.556307, 0.000000) (0.000000, -956006400.000000) 
(0.174998, 2.602254, 0.000000) (0.174998, 2.602254, 0.000000) (0.000000, -955650304.000000) 
(0.179998, 2.645858, 0.000000) (0.174998, 2.645858, 0.000000) (0.000000, -523060.500000) 
(0.174998, 2.602254, 0.000000) (0.174998, 2.602254, 0.000000) (0.000000, -956006400.000000) 
(0.179998, 2.645858, 0.000000) (0.179998, 2.645858, 0.000000) (0.000000, -955650304.000000) 
(0.184998, 2.687082, 0.000000) (0.179998, 2.687082, 0.000000) (0.000000, -523060.500000) 
(0.179998, 2.645858, 0.000000) (0.179998, 2.645858, 0.000000) (0.000000, -956006400.000000) 
(0.184998, 2.687082, 0.000000) (0.184998, 2.687082, 0.000000) (0.000000, -955650304.000000) 
(0.189998, 2.725887, 0.000000) (0.184998, 2.725887, 0.000000) (0.000000, -523060.500000) 
(0.184998, 2.687082, 0.000000) (0.184998, 2.687082, 0.000000) (0.000000, -956006400.000000) 
(0.189998, 2.725887, 0.000000) (0.189998, 2.725887, 0.000000) (0.000000, -955650304.000000) 
(0.194998, 2.762239, 0.000000) (0.189998, 2.762239, 0.000000) (0.000000, -523060.500000) 
(0.189998, 2.725887, 0.000000) (0.189998, 2.725887, 0.000000) (0.000000, -956006400.000000) 
(0.194998, 2.762239, 0.000000) (0.194998, 2.762239, 0.000000) (0.000000, -955650304.000000) 
(0.199998, 2.796105, 0.000000) (0.194998, 2.796105, 0.000000) (0.000000, -523060.500000) 
(0.194998, 2.762239, 0.000000) (0.194998, 2.762239, 0.000000) (0.000000, -956006400.000000) 
(0.199998, 2.796105, 0.000000) (0.199998, 2.796105, 0.000000) (0.000000, -955650304.000000) 
(0.204998, 2.827456, 0.000000) (0.199998, 2.827456, 0.000000) (0.000000, -523060.500000) 
(0.199998, 2.796105, 0.000000) (0.199998, 2.796105, 0.000000) (0.000000, -956006400.000000) 
(0.204998, 2.827456, 0.000000) (0.204998, 2.827456, 0.000000) (0.000000, -955650304.000000) 
(0.209998, 2.856261, 0.000000) (0.204998, 2.856261, 0.000000) (0.000000, -523060.500000) 
(0.204998, 2.827456, 0.000000) (0.204998, 2.827456, 0.000000) (0.000000, -956006400.000000) 
(0.209998, 2.856261, 0.000000) (0.209998, 2.856261, 0.000000) (0.000000, -955650304.000000) 
(0.214998, 2.882496, 0.000000) (0.209998, 2.882496, 0.000000) (0.000000, -523060.500000) 
(0.209998, 2.856261, 0.000000) (0.209998, 2.856261, 0.000000) (0.000000, -956006400.000000) 
(0.214998, 2.882496, 0.000000) (0.214998, 2.882496, 0.000000) (0.000000, -955650304.000000) 
(0.219998, 2.906137, 0.000000) (0.214998, 2.906137, 0.000000) (0.000000, -523060.500000) 
(0.214998, 2.882496, 0.000000) (0.214998, 2.882496, 0.000000) (0.000000, -956006400.000000) 
(0.219998, 2.906137, 0.000000) (0.219998, 2.906137, 0.000000) (0.000000, -955650304.000000) 
(0.224998, 2.927163, 0.000000) (0.219998, 2.927163, 0.000000) (0.000000, -523060.500000) 
(0.219998, 2.906137, 0.000000) (0.219998, 2.906137, 0.000000) (0.000000, -956006400.000000) 
(0.224998, 2.927163, 0.000000) (0.224998, 2.927163, 0.000000) (0.000000, -955650304.000000) 
(0.229998, 2.945554, 0.000000) (0.224998, 2.945554, 0.000000) (0.000000, -523060.500000) 
(0.224998, 2.927163, 0.000000) (0.224998, 2.927163, 0.000000) (0.000000, -956006400.000000) 
(0.229998, 2.945554, 0.000000) (0.229998, 2.945554, 0.000000) (0.000000, -955650304.000000) 
(0.234998, 2.961295, 0.000000) (0.229998, 2.961295, 0.000000) (0.000000, -523060.500000) 
(0.229998, 2.945554, 0.000000) (0.229998, 2.945554, 0.000000) (0.000000, -956006400.000000) 
(0.234998, 2.961295, 0.000000) (0.234998, 2.961295, 0.000000) (0.000000, -955650304.000000) 
(0.239998, 2.974370, 0.000000) (0.234998, 2.974370, 0.000000) (0.000000, -523060.500000) 
(0.234998, 2.961295, 0.000000) (0.234998, 2.961295, 0.000000) (0.000000, -956006400.000000) 
(0.239998, 2.974370, 0.000000) (0.239998, 2.974370, 0.000000) (0.000000, -955650304.000000) 
(0.244998, 2.984770, 0.000000) (0.239998, 2.984770, 0.000000) (0.000000, -523060.500000) 
(0.239998, 2.974370, 0.000000) (0.239998, 2.974370, 0.000000) (0.000000, -956006400.000000) 
(0.244998, 2.984770, 0.000000) (0.244998, 2.984770, 0.000000) (0.000000, -955650304.000000) 
(0.249998, 2.992483, 0.000000) (0.244998, 2.992483, 0.000000) (0.000000, -523060.500000) 
(0.244998, 2.984770, 0.000000) (0.244998, 2.984770, 0.000000) (0.000000, -956006400.000000) 
(0.249998, 2.992483, 0.000000) (0.249998, 2.992483, 0.000000) (0.000000, -955650304.000000) 
(0.254998, 2.997503, 0.000000) (0.249998, 2.997503, 0.000000) (0.000000, -523060.500000) 
(0.249998, 2.992483, 0.000000) (0.249998, 2.992483, 0.000000) (0.000000, -956006400.000000) 
(0.254998, 2.997503, 0.000000) (0.254998, 2.997503, 0.000000) (0.000000, -955650304.000000) 
(0.259998, 2.999825, 0.000000) (0.254998, 2.999825, 0.000000) (0.000000, -523060.500000) 
(0.254998, 2.997503, 0.000000) (0.254998, 2.997503, 0.000000) (0.000000, -956006400.000000) 
(0.259998, 2.999825, 0.000000) (0.259998, 2.999825, 0.000000) (0.000000, -955650304.000000) 
(0.264998, 2.999447, 0.000000) (0.259998, 2.999447, 0.000000) (0.000000, -523060.500000) 
(0.259998, 2.999825, 0.000000) (0.259998, 2.999825, 0.000000) (0.000000, -956006400.000000) 
(0.264998, 2.999447, 0.000000) (0.264998, 2.999447, 0.000000) (0.000000, -955650304.000000) 
(0.269998, 2.996371, 0.000000) (0.264998, 2.996371, 0.000000) (0.000000, -523060.500000) 
(0.264998, 2.999447, 0.000000) (0.264998, 2.999447, 0.000000) (0.000000, -956006400.000000) 
(0.269998, 2.996371, 0.000000) (0.269998, 2.996371, 0.000000) (0.000000, -955650304.000000) 
(0.274998, 2.990598, 0.000000) (0.269998, 2.990598, 0.000000) (0.000000, -523060.500000) 
(0.269998, 2.996371, 0.000000) (0.269998, 2.996371, 0.000000) (0.000000, -956006400.000000) 
(0.274998, 2.990598, 0.000000) (0.274998, 2.990598, 0.000000) (0.000000, -955650304.000000) 
(0.279998, 2.982133, 0.000000) (0.274998, 2.982133, 0.000000) (0.000000, -523060.500000) 
(0.274998, 2.990598, 0.000000) (0.274998, 2.990598, 0.000000) (0.000000, -956006400.000000) 
(0.279998, 2.982133, 0.000000) (0.279998, 2.982133, 0.000000) (0.000000, -955650304.000000) 
(0.284998, 2.970985, 0.000000) (0.279998, 2.970985, 0.000000) (0.000000, -523060.500000) 
(0.279998, 2.982133, 0.000000) (0.279998, 2.982133, 0.000000) (0.000000, -956006400.000000) 
(0.284998, 2.970985, 0.000000) (0.284998, 2.970985, 0.000000) (0.000000, -955650304.000000) 
(0.289998, 2.957163, 0.000000) (0.284998, 2.957163, 0.000000) (0.000000, -523060.500000) 
(0.284998, 2.970985, 0.000000) (0.284998, 2.970985, 0.000000) (0.000000, -956006400.000000) 
(0.289998, 2.957163, 0.000000) (0.289998, 2.957163, 0.000000) (0.000000, -955650304.000000) 
(0.294998, 2.940680, 0.000000) (0.289998, 2.940680, 0.000000) (0.000000, -523060.500000) 
(0.289998, 2.957163, 0.000000) (0.289998, 2.957163, 0.000000) (0.000000, -956006400.000000) 
(0.294998, 2.940680, 0.000000) (0.294998, 2.940680, 0.000000) (0.000000, -955650304.000000) 
(0.299998, 2.921551, 0.000000) (0.294998, 2.921551, 0.000000) (0.000000, -523060.500000) 
(0.294998, 2.940680, 0.000000) (0.294998, 2.940680, 0.000000) (0.000000, -956006400.000000) 
(0.299998, 2.921551, 0.000000) (0.299998, 2.921551, 0.000000) (0.000000, -955650304.000000) 
(0.304998, 2.899792, 0.000000) (0.299998, 2.899792, 0.000000) (0.000000, -523060.500000) 
(0.299998, 2.921551, 0.000000) (0.299998, 2.921551, 0.000000) (0.000000, -956006400.000000) 
(0.304998, 2.899792, 0.000000) (0.304998, 2.899792, 0.000000) (0.000000, -955650304.000000) 
(0.309998, 2.875423, 0.000000) (0.304998, 2.875423, 0.000000) (0.000000, -523060.500000) 
(0.304998, 2.899792, 0.000000) (0.304998, 2.899792, 0.000000) (0.000000, -956006400.000000) 
(0.309998, 2.875423, 0.000000) (0.309998, 2.875423, 0.000000) (0.000000, -955650304.000000) 
(0.314998, 2.848468, 0.000000) (0.309998, 2.848468, 0.000000) (0.000000, -523060.500000) 
(0.309998, 2.875423, 0.000000) (0.309998, 2.875423, 0.000000) (0.000000, -956006400.000000) 
(0.314998, 2.848468, 0.000000) (0.314998, 2.848468, 0.000000) (0.000000, -955650304.000000) 
(0.319998, 2.818948, 0.000000) (0.314998, 2.818948, 0.000000) (0.000000, -523060.500000) 
(0.314998, 2.848468, 0.000000) (0.314998, 2.848468, 0.000000) (0.000000, -956006400.000000) 
(0.319998, 2.818948, 0.000000) (0.319998, 2.818948, 0.000000) (0.000000, -955650304.000000) 
(0.324998, 2.786892, 0.000000) (0.319998, 2.786892, 0.000000) (0.000000, -523060.500000) 
(0.319998, 2.818948, 0.000000) (0.319998, 2.818948, 0.000000) (0.000000, -956006400.000000) 
(0.324998, 2.786892, 0.000000) (0.324998, 2.786892, 0.000000) (0.000000, -955650304.000000) 
(0.329998, 2.752328, 0.000000) (0.324998, 2.752328, 0.000000) (0.000000, -523060.500000) 
(0.324998, 2.786892, 0.000000) (0.324998, 2.786892, 0.000000) (0.000000, -956006400.000000) 
(0.329998, 2.752328, 0.000000) (0.329998, 2.752328, 0.000000) (0.000000, -955650304.000000) 
(0.334998, 2.715286, 0.000000) (0.329998, 2.715286, 0.000000) (0.000000, -523060.500000) 
(0.329998, 2.752328, 0.000000) (0.329998, 2.752328, 0.000000) (0.000000, -956006400.000000) 
(0.334998, 2.715286, 0.000000) (0.334998, 2.715286, 0.000000) (0.000000, -955650304.000000) 
(0.339998, 2.675802, 0.000000) (0.334998, 2.675802, 0.000000) (0.000000, -523060.500000) 
(0.334998, 2.715286, 0.000000) (0.334998, 2.715286, 0.000000) (0.000000, -956006400.000000) 
(0.339998, 2.675802, 0.000000) (0.339998, 2.675802, 0.000000) (0.000000, -955650304.000000) 
(0.344998, 2.633909, 0.000000) (0.339998, 2.633909, 0.000000) (0.000000, -523060.500000) 
(0.339998, 2.675802, 0.000000) (0.339998, 2.675802, 0.000000) (0.000000, -956006400.000000) 
(0.344998, 2.633909, 0.000000) (0.344998, 2.633909, 0.000000) (0.000000, -955650304.000000) 
(0.349998, 2.589646, 0.000000) (0.344998, 2.589646, 0.000000) (0.000000, -523060.500000) 
(0.344998, 2.633909, 0.000000) (0.344998, 2.633909, 0.000000) (0.000000, -956006400.000000) 
(0.349998, 2.589646, 0.000000) (0.349998, 2.589646, 0.000000) (0.000000, -955650304.000000) 
(0.354998, 2.543052, 0.000000) (0.349998, 2.543052, 0.000000) (0.000000, -523060.500000) 
(0.349998, 2.589646, 0.000000) (0.349998, 2.589646, 0.000000) (0.000000, -956006400.000000) 
(0.354998, 2.543052, 0.000000) (0.354998, 2.543052, 0.000000) (0.000000, -955650304.000000) 
(0.359998, 2.494170, 0.000000) (0.354998, 2.494170, 0.000000) (0.000000, -523060.500000) 
(0.354998, 2.543052, 0.000000) (0.354998, 2.543052, 0.000000) (0.000000, -956006400.000000) 
(0.359998, 2.494170, 0.000000) (0.359998, 2.494170, 0.000000) (0.000000, -955650304.000000) 
(0.364998, 2.443043, 0.000000) (0.359998, 2.443043, 0.000000) (0.000000, -523060.500000) 
(0.359998, 2.494170, 0.000000) (0.359998, 2.494170, 0.000000) (0.000000, -956006400.000000) 
(0.364998, 2.443043, 0.000000) (0.364998, 2.443043, 0.000000) (0.000000, -955650304.000000) 
(0.369998, 2.389718, 0.000000) (0.364998, 2.389718, 0.000000) (0.000000, -523060.500000) 
(0.364998, 2.443043, 0.000000) (0.364998, 2.443043, 0.000000) (0.000000, -956006400.000000) 
(0.369998, 2.389718, 0.000000) (0.369998, 2.389718, 0.000000) (0.000000, -955650304.000000) 
(0.374998, 2.334242, 0.000000) (0.369998, 2.334242, 0.000000) (0.000000, -523060.500000) 
(0.369998, 2.389718, 0.000000) (0.369998, 2.389718, 0.000000) (0.000000, -956006400.000000) 
(0.374998, 2.334242, 0.000000) (0.374998, 2.334242, 0.000000) (0.000000, -955650304.000000) 
(0.379998, 2.276665, 0.000000) (0.374998, 2.276665, 0.000000) (0.000000, -523060.500000) 
(0.374998, 2.334242, 0.000000) (0.374998, 2.334242, 0.000000) (0.000000, -956006400.000000) 
(0.379998, 2.276665, 0.000000) (0.379998, 2.276665, 0.000000) (0.000000, -955650304.000000) 
(0.384998, 2.217040, 0.000000) (0.379998, 2.217040, 0.000000) (0.000000, -523060.500000) 
(0.379998, 2.276665, 0.000000) (0.379998, 2.276665, 0.000000) (0.000000, -956006400.000000) 
(0.384998, 2.217040, 0.000000) (0.384998, 2.217040, 0.000000) (0.000000, -955650304.000000) 
(0.389998, 2.155419, 0.000000) (0.384998, 2.155419, 0.000000) (0.000000, -523060.500000) 
(0.384998, 2.217040, 0.000000) (0.384998, 2.217040, 0.000000) (0.000000, -956006400.000000) 
(0.389998, 2.155419, 0.000000) (0.389998, 2.155419, 0.000000) (0.000000, -955650304.000000) 
(0.394998, 2.091859, 0.000000) (0.389998, 2.091859, 0.000000) (0.000000, -523060.500000) 
(0.389998, 2.155419, 0.000000) (0.389998, 2.155419, 0.000000) (0.000000, -956006400.000000) 
(0.394998, 2.091859, 0.000000) (0.394998, 2.091859, 0.000000) (0.000000, -955650304.000000) 
(0.399998, 2.026416, 0.000000) (0.394998, 2.026416, 0.000000) (0.000000, -523060.500000) 
(0.394998, 2.091859, 0.000000) (0.394998, 2.091859, 0.000000) (0.000000, -956006400.000000) 
(0.399998, 2.026416, 0.000000) (0.399998, 2.026416, 0.000000) (0.000000, -955650304.000000) 
(0.404998, 1.959150, 0.000000) (0.399998, 1.959150, 0.000000) (0.000000, -523060.500000) 
(0.399998, 2.026416, 0.000000) (0.399998, 2.026416, 0.000000) (0.000000, -956006400.000000) 
(0.404998, 1.959150, 0.000000) (0.404998, 1.959150, 0.000000) (0.000000, -955650304.000000) 
(0.409998, 1.890120, 0.000000) (0.404998, 1.890120, 0.000000) (0.000000, -523060.500000) 
(0.404998, 1.959150, 0.000000) (0.404998, 1.959150, 0.000000) (0.000000, -956006400.000000) 
(0.409998, 1.890120, 0.000000) (0.409998, 1.890120, 0.000000) (0.000000, -955650304.000000) 
(0.414998, 1.819390, 0.000000) (0.409998, 1.819390, 0.000000) (0.000000, -523060.500000) 
(0.409998, 1.890120, 0.000000) (0.409998, 1.890120, 0.000000) (0.000000, -956006400.000000) 
(0.414998, 1.819390, 0.000000) (0.414998, 1.819390, 0.000000) (0.000000, -955650304.000000) 
(0.419998, 1.747021, 0.000000) (0.414998, 1.747021, 0.000000) (0.000000, -523060.500000) 
(0.414998, 1.819390, 0.000000) (0.414998, 1.819390, 0.000000) (0.000000, -956006400.000000) 
(0.419998, 1.747021, 0.000000) (0.419998, 1.747021, 0.000000) (0.000000, -955650304.000000) 
